name_1,name_2,true,pred_0,pred_1,pred_2,prob,pred
SAOUHSC_T0001,SAOUHSC_R0002,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_R0002,SAOUHSC_R0007,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_R0007,SAOUHSC_R00012,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_R00012,SAOUHSC_00499,-1,,,,0.49,0
SAOUHSC_00499,SAOUHSC_00500,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00500,SAOUHSC_00502,-1,,,,0.49,0
SAOUHSC_00502,SAOUHSC_00503,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00503,SAOUHSC_00504,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00504,SAOUHSC_00505,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00505,SAOUHSC_00507,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00507,SAOUHSC_00508,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00508,gltX,-1,0.0,0.0,0.0,0.0,0
gltX,SAOUHSC_00510,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00510,cysS,-1,1.0,1.0,1.0,1.0,1
cysS,SAOUHSC_00512,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00512,SAOUHSC_00513,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00513,SAOUHSC_00514,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00514,SAOUHSC_00515,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00515,secE,-1,0.0,0.0,0.0,0.0,0
secE,SAOUHSC_00517,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00517,rplK,-1,0.0,0.0,0.0,0.0,0
rplK,rplA,-1,0.0,0.0,0.0,0.0,0
rplA,rplJ,-1,0.0,0.0,0.0,0.0,0
rplJ,rplL,-1,1.0,1.0,1.0,1.0,1
rplL,SAOUHSC_00523,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00523,rpoB,-1,0.0,0.0,0.0,0.0,0
rpoB,SAOUHSC_00525,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00525,SAOUHSC_00526,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00526,rpsL,-1,0.0,0.0,0.0,0.0,0
rpsL,SAOUHSC_00528,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00528,SAOUHSC_00529,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00529,SAOUHSC_00530,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00530,SAOUHSC_00532,-1,,,,0.49,0
SAOUHSC_00532,SAOUHSC_00533,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00533,SAOUHSC_00534,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00534,SAOUHSC_00535,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00535,SAOUHSC_00536,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00536,SAOUHSC_00537,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00537,SAOUHSC_00538,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00538,SAOUHSC_00541,-1,,,,0.49,0
SAOUHSC_00541,SAOUHSC_00542,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00542,SAOUHSC_00543,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00543,SAOUHSC_00544,-1,,,,0.49,0
SAOUHSC_00544,SAOUHSC_00545,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00545,SAOUHSC_00547,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00547,SAOUHSC_00552,-1,,,,0.49,0
SAOUHSC_00552,SAOUHSC_00553,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00553,SAOUHSC_00554,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00554,SAOUHSC_00555,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00555,SAOUHSC_00556,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00556,SAOUHSC_00557,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00557,SAOUHSC_00558,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00558,SAOUHSC_00559,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00559,SAOUHSC_00560,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00560,SAOUHSC_00564,-1,,,,0.49,0
SAOUHSC_00564,SAOUHSC_00565,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00565,SAOUHSC_00567,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00567,SAOUHSC_00569,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00569,eutD,-1,,,,0.49,0
eutD,SAOUHSC_00575,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00575,SAOUHSC_00577,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00577,SAOUHSC_00578,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00578,SAOUHSC_00579,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00579,SAOUHSC_00580,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00580,SAOUHSC_00583,-1,,,,0.49,0
SAOUHSC_00583,SAOUHSC_00584,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00584,SAOUHSC_00585,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00585,SAOUHSC_00586,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00586,SAOUHSC_00587,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00587,SAOUHSC_00588,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00588,SAOUHSC_00589,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00589,SAOUHSC_00591,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00591,SAOUHSC_00592,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00592,SAOUHSC_00596,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00596,SAOUHSC_00598,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00598,SAOUHSC_00599,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00599,SAOUHSC_00600,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00600,SAOUHSC_00602,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00602,SAOUHSC_00603,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00603,SAOUHSC_00604,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00604,SAOUHSC_00605,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00605,SAOUHSC_00606,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00606,SAOUHSC_00607,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00607,SAOUHSC_00608,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00608,SAOUHSC_00609,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00609,SAOUHSC_00610,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00610,argS,-1,1.0,1.0,1.0,1.0,1
argS,SAOUHSC_00612,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00612,SAOUHSC_00613,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00613,SAOUHSC_00614,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00614,SAOUHSC_00615,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00615,SAOUHSC_00616,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00616,SAOUHSC_00617,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00617,SAOUHSC_00618,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00618,SAOUHSC_00619,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00619,SAOUHSC_00624,-1,,,,0.49,0
SAOUHSC_00624,SAOUHSC_00625,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00625,SAOUHSC_00626,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00626,SAOUHSC_00627,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00627,SAOUHSC_00628,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00628,SAOUHSC_00629,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00629,SAOUHSC_00632,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00632,SAOUHSC_00633,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00633,SAOUHSC_00638,-1,,,,0.49,0
SAOUHSC_00638,SAOUHSC_00640,-1,,,,0.49,0
SAOUHSC_00640,SAOUHSC_00642,-1,,,,0.49,0
SAOUHSC_00642,SAOUHSC_00643,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00643,SAOUHSC_00644,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00644,SAOUHSC_00645,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00645,SAOUHSC_00647,-1,,,,0.49,0
SAOUHSC_00647,SAOUHSC_00648,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00648,SAOUHSC_00650,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00650,SAOUHSC_00651,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00651,SAOUHSC_00652,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00652,SAOUHSC_00653,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00653,SAOUHSC_00654,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00654,SAOUHSC_00655,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00655,SAOUHSC_00656,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00656,SAOUHSC_00658,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00658,SAOUHSC_00659,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00659,SAOUHSC_00660,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00660,SAOUHSC_00661,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00661,SAOUHSC_00662,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00662,SAOUHSC_00664,-1,,,,0.49,0
SAOUHSC_00664,SAOUHSC_00665,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00665,SAOUHSC_00666,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00666,SAOUHSC_00667,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00667,SAOUHSC_00668,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00668,SAOUHSC_00669,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00669,SAOUHSC_00670,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00670,SAOUHSC_00672,-1,,,,0.49,0
SAOUHSC_00672,SAOUHSC_00673,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00673,SAOUHSC_00674,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00674,SAOUHSC_00675,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00675,SAOUHSC_00676,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00676,SAOUHSC_00677,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00677,SAOUHSC_00678,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00678,SAOUHSC_00679,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00679,SAOUHSC_00680,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00680,SAOUHSC_00681,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00681,SAOUHSC_00682,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00682,SAOUHSC_00684,-1,,,,0.49,0
SAOUHSC_00684,SAOUHSC_00685,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00685,SAOUHSC_00686,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00686,SAOUHSC_00687,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00687,SAOUHSC_00692,-1,,,,0.49,0
SAOUHSC_00692,SAOUHSC_00693,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00693,SAOUHSC_00695,-1,,,,0.49,0
SAOUHSC_00695,SAOUHSC_00696,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00696,SAOUHSC_00697,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00697,SAOUHSC_00698,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00698,SAOUHSC_00699,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00699,SAOUHSC_00703,-1,,,,0.49,0
SAOUHSC_00703,SAOUHSC_00704,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00704,SAOUHSC_00705,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00705,SAOUHSC_00706,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00706,SAOUHSC_00707,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00707,SAOUHSC_00708,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00708,SAOUHSC_00710,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00710,SAOUHSC_00711,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00711,SAOUHSC_00712,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00712,SAOUHSC_00713,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00713,SAOUHSC_00722,-1,,,,0.49,0
SAOUHSC_00722,SAOUHSC_00723,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00723,SAOUHSC_00724,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00724,SAOUHSC_00725,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00725,SAOUHSC_00726,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00726,SAOUHSC_00727,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00727,SAOUHSC_00728,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00728,SAOUHSC_00729,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00729,SAOUHSC_00730,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00730,SAOUHSC_00731,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00731,SAOUHSC_00732,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00732,SAOUHSC_00733,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00733,SAOUHSC_00734,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00734,SAOUHSC_00735,-1,0.0,0.0,1.0,0.3333333333333333,0
SAOUHSC_00735,SAOUHSC_00737,-1,,,,0.49,0
SAOUHSC_00737,nrdI,-1,,,,0.49,0
nrdI,SAOUHSC_00742,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00742,nrdF,-1,1.0,1.0,1.0,1.0,1
nrdF,SAOUHSC_00744,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00744,SAOUHSC_00745,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00745,SAOUHSC_00746,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00746,SAOUHSC_00747,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00747,SAOUHSC_00748,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00748,SAOUHSC_00749,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00749,SAOUHSC_00754,-1,,,,0.49,0
SAOUHSC_00754,SAOUHSC_00755,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00755,SAOUHSC_00756,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00756,SAOUHSC_00762,-1,,,,0.49,0
SAOUHSC_00762,SAOUHSC_00764,-1,,,,0.49,0
SAOUHSC_00764,SAOUHSC_00765,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00765,SAOUHSC_00766,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00766,SAOUHSC_00767,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00767,secA,-1,0.0,0.0,0.0,0.0,0
secA,SAOUHSC_00770,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00770,SAOUHSC_00771,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00771,SAOUHSC_00772,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00772,SAOUHSC_00773,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00773,SAOUHSC_00774,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00774,SAOUHSC_00775,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00775,SAOUHSC_00776,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00776,SAOUHSC_00778,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00778,SAOUHSC_00779,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00779,uvrA,-1,1.0,1.0,1.0,1.0,1
uvrA,SAOUHSC_00781,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00781,SAOUHSC_00782,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00782,SAOUHSC_00783,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00783,SAOUHSC_00784,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00784,SAOUHSC_00785,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00785,SAOUHSC_00787,-1,,,,0.49,0
SAOUHSC_00787,SAOUHSC_00788,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00788,SAOUHSC_00789,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00789,clpP,-1,,,,0.49,0
clpP,SAOUHSC_00793,-1,,,,0.49,0
SAOUHSC_00793,SAOUHSC_00794,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00794,SAOUHSC_00795,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00795,pgk,-1,0.0,0.0,0.0,0.0,0
pgk,tpiA,-1,1.0,1.0,1.0,1.0,1
tpiA,SAOUHSC_00798,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00798,eno,-1,0.0,0.0,0.0,0.0,0
eno,SAOUHSC_00800,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00800,secG,-1,1.0,1.0,1.0,1.0,1
secG,SAOUHSC_00802,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00802,SAOUHSC_00803,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00803,smpB,-1,1.0,1.0,1.0,1.0,1
smpB,SAOUHSC_00809,-1,,,,0.49,0
SAOUHSC_00809,SAOUHSC_00810,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00810,SAOUHSC_00811,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00811,SAOUHSC_00812,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00812,SAOUHSC_00816,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00816,SAOUHSC_00817,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00817,SAOUHSC_00818,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00818,SAOUHSC_00819,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00819,SAOUHSC_00825,-1,,,,0.49,0
SAOUHSC_00825,SAOUHSC_00827,-1,,,,0.49,0
SAOUHSC_00827,SAOUHSC_00832,-1,,,,0.49,0
SAOUHSC_00832,SAOUHSC_00833,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00833,SAOUHSC_00835,-1,,,,0.49,0
SAOUHSC_00835,SAOUHSC_00836,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00836,SAOUHSC_00837,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00837,SAOUHSC_00838,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00838,SAOUHSC_00839,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00839,SAOUHSC_00840,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00840,SAOUHSC_00841,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00841,SAOUHSC_00842,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00842,SAOUHSC_00843,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00843,SAOUHSC_00844,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00844,SAOUHSC_00845,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00845,SAOUHSC_00847,-1,,,,0.49,0
SAOUHSC_00847,SAOUHSC_00848,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00848,SAOUHSC_00849,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00849,SAOUHSC_00850,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00850,SAOUHSC_00851,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00851,SAOUHSC_00852,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00852,SAOUHSC_00854,-1,,,,0.49,0
SAOUHSC_00854,SAOUHSC_00855,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00855,SAOUHSC_00857,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00857,SAOUHSC_00858,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00858,SAOUHSC_00859,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00859,SAOUHSC_00860,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00860,SAOUHSC_00861,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00861,SAOUHSC_00862,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00862,SAOUHSC_00864,-1,,,,0.49,0
SAOUHSC_00864,SAOUHSC_00865,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00865,SAOUHSC_00866,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00866,SAOUHSC_00867,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00867,SAOUHSC_00868,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00868,SAOUHSC_00869,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00869,SAOUHSC_00870,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00870,SAOUHSC_00871,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00871,SAOUHSC_00872,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00872,SAOUHSC_00874,-1,,,,0.49,0
SAOUHSC_00874,SAOUHSC_00876,-1,,,,0.49,0
SAOUHSC_00876,SAOUHSC_00877,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00877,SAOUHSC_00878,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00878,SAOUHSC_00879,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00879,SAOUHSC_00880,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00880,SAOUHSC_00881,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00881,SAOUHSC_00891,-1,,,,0.49,0
SAOUHSC_00891,SAOUHSC_00892,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00892,SAOUHSC_00893,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00893,rocD,-1,0.0,0.0,0.0,0.0,0
rocD,SAOUHSC_00895,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00895,SAOUHSC_00896,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00896,pgi,-1,,,,0.49,0
pgi,SAOUHSC_00901,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00901,SAOUHSC_00902,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00902,SAOUHSC_00903,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00903,SAOUHSC_00904,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00904,SAOUHSC_00905,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00905,SAOUHSC_00906,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00906,SAOUHSC_00907,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00907,SAOUHSC_00910,-1,,,,0.49,0
SAOUHSC_00910,SAOUHSC_00911,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00911,SAOUHSC_00912,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00912,SAOUHSC_00914,-1,,,,0.49,0
SAOUHSC_00914,SAOUHSC_00915,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00915,SAOUHSC_00916,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00916,SAOUHSC_00917,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00917,SAOUHSC_00920,-1,,,,0.49,0
SAOUHSC_00920,SAOUHSC_00921,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00921,SAOUHSC_00923,-1,,,,0.49,0
SAOUHSC_00923,SAOUHSC_00924,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00924,SAOUHSC_00925,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00925,SAOUHSC_00926,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00926,SAOUHSC_00927,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00927,SAOUHSC_00928,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00928,SAOUHSC_00929,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00929,SAOUHSC_00930,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00930,SAOUHSC_00931,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00931,SAOUHSC_00932,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00932,spxA,-1,,,,0.49,0
spxA,SAOUHSC_00935,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00935,SAOUHSC_00936,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00936,SAOUHSC_00937,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00937,SAOUHSC_00941,-1,,,,0.49,0
SAOUHSC_00941,SAOUHSC_00942,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00942,ppnK,-1,1.0,1.0,1.0,1.0,1
ppnK,SAOUHSC_00944,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00944,SAOUHSC_00945,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00945,SAOUHSC_00946,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00946,SAOUHSC_00947,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00947,SAOUHSC_00949,-1,,,,0.49,0
SAOUHSC_00949,SAOUHSC_00950,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00950,SAOUHSC_00951,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00951,SAOUHSC_00954,-1,,,,0.49,0
SAOUHSC_00954,SAOUHSC_00955,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00955,prfC,-1,1.0,1.0,1.0,1.0,1
prfC,SAOUHSC_00957,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00957,SAOUHSC_00958,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00958,SAOUHSC_00959,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00959,SAOUHSC_00960,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00960,SAOUHSC_00962,-1,,,,0.49,0
SAOUHSC_00962,SAOUHSC_00964,-1,,,,0.49,0
SAOUHSC_00964,SAOUHSC_00965,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00965,SAOUHSC_00966,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00966,SAOUHSC_00967,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00967,SAOUHSC_00968,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00968,SAOUHSC_00969,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00969,SAOUHSC_00970,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00970,SAOUHSC_00972,-1,,,,0.49,0
SAOUHSC_00972,SAOUHSC_00976,-1,,,,0.49,0
SAOUHSC_00976,SAOUHSC_00979,-1,,,,0.49,0
